석식메뉴,샐러드류,양념 및 장류,나물류,소스류,두류,찜류,곡류,죽류,국탕류,볶음류,유제품류,김치류,밥류,묵류,만두류,견과류,비빔밥볶음밥류,음료류,회류,부침류,덥밥국밥류,빵과자류,채소류,면류,육류,난류,어패류,디저트류,무침류,찌개류,해조류,과일류,전류,조림류,튀김류,장아찌류,구이류,스프류,덮밥국밥류,떡류
"['무피클', '가쯔오장국', '로제스파게티', '웨지감자', '목살필라프', '포기김치', '샐러드']",1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"['해물누룽지탕', '순두부찌개', '견과류조림', '쌀밥', '포기김치', '계란말이', '잡곡밥']",0,0,0,0,1,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
"['돈육간장불고기', '쌀밥', '포기김치', '감자국', '쫄면무침', '잡곡밥', '콩나물파채무침']",0,0,0,0,0,0,4,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"['미소장국', '쇠고기퀘사디아', '포기김치', '과일샐러드', '락교', '참치회덮밥']",1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['해물청경채볶음', '두부커틀릿', '쌀밥', '포기김치', '된장찌개', '잡곡밥', '깻잎지']",0,1,0,0,1,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"['부추무침', '깍두기', '쌀밥', '탈탈소스', '풍기샐러드', '뼈감자탕', '해물까스', '잡곡밥']",1,1,0,1,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['메밀전병만두', '오이무침', '쇠고기장조림', '쌀밥', '포기김치', '콩비지찌개', '잡곡밥']",0,0,0,0,1,0,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"['단배추나물', '쌀밥', '차돌박이찌개', '마파두부', '포기김치', '유린기', '잡곡밥']",0,0,0,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
"['미니짬뽕', '고구마그라탕', '통새우김밥', '포기김치', '키위드레싱샐러드', '단무지무침']",1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"['청경채생채', '매운돼지갈비찜', '시금치된장국', '쌀밥', '포기김치', '옥수수계란찜', '잡곡밥']",0,0,1,0,0,2,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['멕시칸샐러드', '볶음밥', '닭오븐구이', '포기김치', '음료', '유부장국', '짜장소스']",1,1,0,1,1,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"['미트볼케찹조림', '검정콩조림', '쌀밥', '콩가루배추국', '황태양념구이', '포기김치', '잡곡밥']",0,0,0,0,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0
"['닭개장', '모듬소세지구이', '코다리양념조림', '쌀밥', '치커리사과무침', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
"['탄두리치킨', '가쯔오장국', '깍두기', '계란', '김치볶음밥', '단무지', '콥샐러드']",1,0,0,0,0,1,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"['삼겹살구이', '쫑상추무침', '감자채볶음', '쌀밥', '열무된장국', '포기김치', '잡곡밥']",0,0,0,0,0,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"['양장피잡채', '해물수제비', '요플레', '포기김치', '멸치주먹밥', '부추만두']",0,1,0,0,0,0,1,0,1,1,1,2,0,0,1,0,1,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"['김치전', '돈육장조림', '쌀밥', '고추장찌개', '포기김치', '고구마순나물', '잡곡밥']",0,1,1,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"['굴비구이', '마늘쫑무침', '깍두기', '쌀밥', '우엉잡채', '부대찌개', '잡곡밥']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['참치주먹밥', '돈육강정', '시금치흑임자샐러드', '포기김치', '귤', '잔치국수']",1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0
[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['미니함박조림', '쌀밥', '치커리사과생채', '포기김치', '연두부탕', '잡곡밥', '해파리겨자채']",1,0,0,0,1,0,2,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"['부추생채', '쌀밥', '어묵국', '깐풍기', '포기김치', '새송이버섯전', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"['양배추쌈', '돈육간장불고기', '쌈장', '쌀밥', '포기김치', '해물파전', '된장찌개', '잡곡밥']",0,2,0,1,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"['토마토스파게티', '피클', '굴소스볶음밥', '쇠고기퀘사디아', '포기김치', '옥수수스프', '키위드레싱샐러드']",1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"['근대나물무침', '쌀밥', '포기김치', '삼치구이', '육개장', '모듬소세지볶음', '잡곡밥']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['과일주스', '하와이안샐러드', '웨지감자', '빠에야', '쌀국수', '알타리김치']",1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"['오징어볶음', '쇠고기샤브국', '두부계란부침', '무생채', '쌀밥', '포기김치', '잡곡밥']",0,0,0,0,1,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"['미트볼케찹조림', '순두부찌개', '돈육잡채', '쌀밥', '포기김치', '잡곡밥', '통도라지구이']",0,0,0,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"['우동', '생선초밥', '떡볶이', '포기김치', '과일샐러드', '락교']",1,1,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"['청경채생채', '오꼬노미야끼계란말이', '오징어국', '쌀밥', '포기김치', '잡곡밥', '양념치킨']",0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"['사천식탕수육', '계란국', '포기김치', '부추만두', '단무지무침', '짜장밥']",0,1,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"['안동찜닭', '새송이고추장구이', '쌀밥', '김치찌개', '포기김치', '열무나물무침', '잡곡밥']",0,0,0,0,0,1,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"['숙주나물', '비엔나감자볶음', '쌀밥', '주꾸미볶음', '포기김치', '된장찌개', '잡곡밥']",0,1,1,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"['꽃맛살샐러드', '충무김밥', '석박지', '오징어초무침', '귤', '김치말이국수']",1,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0
"['닭살겨자냉채', '가지나물', '쌀밥', '포기김치', '콩비지찌개', '잡곡밥', '고등어구이']",1,0,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"['감자범벅', '옛날돈까스', '수제피클', '쌀밥', '크림스프', '포기김치', '양배추샐러드', '음료', '잡곡밥']",1,0,0,0,0,0,4,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"['생선까스', '쌀밥', '탈탈소스', '마파두부', '포기김치', '콩나물무침', '쇠고기미역국', '잡곡밥']",0,1,0,1,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
"['오이무침', '민물새우찌개', '쌀밥', '닭갈비', '포기김치', '버섯잡채', '잡곡밥']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
['자기계발의날'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['짬뽕', '김밥볶음밥', '오복지무침', '깐풍기', '포기김치', '키위드레싱샐러드']",1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['코다리조림', '꽃맛살볶음', '견과류조림', '쌀밥', '포기김치', '육개장', '잡곡밥']",0,0,0,0,0,0,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0
"['훈제오리볶음', '들깨시래기국', '쌀밥', '계란찜', '참나물생채', '포기김치', '잡곡밥']",0,0,0,0,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['두부양념조림', '유채나물된장무침', '배추겉절이', '쌀밥', '마늘간장치킨', '부대찌개', '잡곡밥']",0,0,0,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
"['새우볶음밥', '우동', '깐풍육', '포기김치', '락교', '콘샐러드']",1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['도토리묵무침', '북어계란국', '미트볼떡조림', '쌀밥', '포기김치', '호박나물', '잡곡밥']",0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"['양념장', '매운돼지갈비찜', '미역국', '연두부', '쌀밥', '물파래무침', '포기김치', '잡곡밥']",0,1,0,1,1,2,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"['무피클', '매쉬드포테이토', '포기김치', '유린기', '멸치주먹밥', '잔치국수']",0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"['오징어볶음', '닭곰탕', '가지나물', '배추겉절이', '쌀밥', '잡곡밥', '오꼬노미야끼계란말이']",0,0,1,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['칠리소스', '닭갈비볶음밥', '가쯔오국', '크림카레우동', '포기김치', '해물까스', '양배추샐러드', '귤']",1,3,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0
"['세발나물', '해물순두부찌개', '닭데리야끼구이', '쌀밥', '셀프무쌈말이', '포기김치', '잡곡밥']",0,0,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['양념장', '굴비구이', '깍두기', '쌀밥', '김치찌개', '파래김', '모듬소세지볶음', '잡곡밥']",0,1,0,1,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0
"['팽이가쯔오장국', '로제파스타', '목살필라프', '포기김치', '주스', '키위드레싱샐러드', '마늘빵']",1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,1,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"['해물김치전', '돈육장조림', '쌀밥', '포기김치', '콩나물무침', '된장찌개', '잡곡밥']",0,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
"['미역장국', '칠리소스', '오므라이스', '수제피클', '포기김치', '멕시칸샐러드', '모듬튀김']",1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"['닭개장', '해물청경채볶음', '쌀밥', '포기김치', '버섯잡채', '아삭고추무침', '잡곡밥']",0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"['부추생채', '쌀밥', '차돌박이찌개', '주꾸미볶음', '포기김치', '잡곡밥', '두부새싹구이']",0,0,0,0,1,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['미소장국', '또띠아피자', '포기김치', '과일샐러드', '락교', '참치회덮밥']",1,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['숙주나물', '신김치도토리묵', '돈육강정', '깍두기', '아욱국', '쌀밥', '잡곡밥']",0,0,1,0,0,0,2,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"['김치주먹밥', '요플레', '쌀국수', '포기김치', '시저샐러드', '국물떡볶이']",1,1,0,0,0,0,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"['쌀밥', '물파래무침', '동태전', '닭갈비', '포기김치', '콩비지찌개', '잡곡밥']",0,0,0,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
"['탕평채', '양념갈비찜', '쌀밥', '배추된장국', '포기김치', '미역레몬초무침', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"['김밥', '매실주스', '포기김치', '나가사끼짬뽕', '순대야채볶음', '딸기드레싱샐러드']",1,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
['자기개발의날'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['감자범벅', '피클', '주스', '쌀밥', '포기김치', '옛날왕돈까스', '옥수수스프', '양배추샐러드', '잡곡밥']",1,0,0,0,0,0,4,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"['참치김치찌개', '구이김', '소고기모듬장조림', '쌀밥', '셀프무쌈말이', '알타리김치', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0
"['견과류조림', '무생채', '쌀밥', '포기김치', '연두부탕', '잡곡밥', '양념치킨']",0,0,0,0,1,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"['미트볼케찹조림', '해물누룽지탕', '양념깻잎지', '쌀밥', '포기김치', '쇠고기국', '잡곡밥']",0,0,0,0,0,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"['오이사과생채', '쌀밥', '포기김치', '닭볶음탕', '된장찌개', '부추호박전', '잡곡밥']",0,1,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
"['볶음밥', '사천식탕수육', '가쯔오장국', '포기김치', '단무지', '주스', '콘샐러드', '짜장소스']",1,1,0,1,0,0,1,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"['쌀밥', '마파두부', '근대국', '포기김치', '콩나물무침', '돈육간장볶음', '잡곡밥']",0,0,0,0,1,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"['과일', '참치주먹밥', '케이준샐러드', '우동', '또띠아견과칩', '오이피클', '포기김치']",1,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"['취나물', '쌀밥', '우엉잡채', '포기김치', '육개장', '잡곡밥', '탕수어']",0,0,1,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"['세발나물', '홍어채무침', '쌀밥', '포기김치', '돈육굴소스볶음', '얼갈이국', '잡곡밥']",0,0,1,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"['탄두리치킨', '가쯔오장국', '계란', '오렌지', '김치볶음밥', '포기김치', '딸기드레싱샐러드']",1,0,0,0,0,1,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0
"['가자미튀김', '진미채무침', '매운버섯국', '모듬소세지구이', '깍두기', '쌀밥', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0
"['무피클', '칠리소스', '생선까스', '미니잔치국수', '목살필라프', '포기김치', '사과주스', '콥샐러드']",1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,3,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"['오징어국', '쌀밥', '참나물생채', '닭갈비', '포기김치', '잡곡밥', '동그랑땡전']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"['돈육잡채', '쌀밥', '물파래무침', '포기김치', '류산슬', '콩나물국', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['짬뽕', '유부초밥', '깐풍기', '포기김치', '단무지', '생과일플레인샐러드']",1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
['자기계발의날'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['깍두기', '부추생채', '쌀밥', '소고기무국', '주꾸미볶음', '맛살전', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
"['도토리묵야채무침', '김치순두부찌개', '쌀밥', '치커리생채', '알타리김치', '잡곡밥', '소고기장조림']",0,0,0,0,1,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
"['방울토마토', '김밥', '단무지', '떡볶이', '포기김치', '미니우동', '김말이&만두튀김']",0,1,0,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"['오징어볶음', '쇠고기샤브국', '고구마그라탕', '애호박나물', '쌀밥', '포기김치', '잡곡밥']",0,0,1,0,0,0,2,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['홍시드레싱샐러드', '볶음밥', '로제스파게티', '단호박스프', '쇠고기퀘사디아', '포기김치', '음료']",1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"['사과오이무침', '쌀밥', '포기김치', '시금치국', '수원왕갈비통닭', '치킨무', '잡곡밥', '오꼬노미야끼계란말이']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0
"['두부구이', '양념장', '청경채생채', '된장찌개', '쌀밥', '포기김치', '유자청제육볶음', '잡곡밥']",0,2,1,1,1,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"['무피클', '칠리소스', '오므라이스', '미소장국', '오렌지', '포기김치', '멕시칸샐러드', '모듬튀김']",1,2,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"['수제비국', '순살파닭', '꽃맛살볶음', '깍두기', '쌀밥', '콩나물무침', '잡곡밥']",0,0,0,0,0,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['감자범벅', '옛날돈까스', '양송이스프', '오이피클', '쌀밥', '포기김치', '음료', '딸기드레싱샐러드']",1,0,0,0,0,0,3,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"['레몬탕수육', '부추생채', '쌀밥', '우엉잡채', '포기김치', '잡곡밥', '달래된장국']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"['쌀밥', '비트무생채', '메추리알곤약조림', '배추된장국', '닭갈비', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"['파인애플주스', '꼬마김밥', '겨자장', '시금치흑임자샐러드', '포기김치', '해물까스', '김치우동', '케찹']",1,2,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"['닭개장', '훈제오리냉채', '쌀밥', '포기김치', '청포묵무침', '잡곡밥', '고등어구이']",1,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['양배추피클', '수제고로케', '빠에야', '쌀국수', '과일샐러드', '포기김치']",1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"['참치김치찌개', '시금치나물', '언양식불고기', '쌀밥', '해파리냉채', '포기김치', '잡곡밥']",0,0,1,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"['삼겹살구이', '감자채볶음', '쌀밥', '시래기국', '포기김치', '잡곡밥', '상추파무침']",0,0,0,0,0,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"['맑은국', '떡꼬지', '잡채밥&짜장소스', '포기김치', '단무지', '간장치킨', '음료']",0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
['자기개발의날'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['충무김밥', '바나나', '우동', '모짜렐라핫도그', '석박지', '오징어초무침', '샐러드']",1,0,0,0,0,0,3,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0
"['열무나물', '쇠고기샤브국', '쌀밥', '깐풍기', '포기김치', '잡곡밥', '동그랑땡전']",0,0,1,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"['콩나물무침', '새송이너비아니구이', '쌀밥', '포기김치', '감자국', '가자미양념찜', '잡곡밥']",0,0,0,0,0,1,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['무피클', '사과주스', '목살필라프', '포기김치', '꼬지어묵국', '탕수육', '콥샐러드']",1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,3,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"['오이무침', '어묵잡채', '돈육장조림', '쌀밥', '포기김치', '부대찌개', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
